moviename,release_date,budget,year,cleaned_budget,cleaned_release_date
Hustlers,"
September 7, 2019 (2019-09-07) (TIFF)
September 13, 2019 (2019-09-13) (United States)
",$20.7 million,2019.0,7000000.0,2019-09-13
Escape Room,"
January 4, 2019 (2019-01-04) (United States)
",$9 million,2021.0,9000000.0,2019-01-04
Yesterday,"
4 May 2019 (2019-05-04) (Tribeca)
28 June 2019 (2019-06-28) (United Kingdom & United States)
",$26–41.3 million,2021.0,3000000.0,2019-06-28
The Angry Birds Movie 2,"
August 1, 2019 (2019-08-01) (United Kingdom and Ireland)
August 7, 2019 (2019-08-07) (Finland)
August 14, 2019 (2019-08-14) (United States)
",$65 million,2019.0,65000000.0,2019-08-14
Angel Has Fallen,"
August 23, 2019 (2019-08-23) (United States)
",$40 million,2019.0,40000000.0,2019-08-23
Ad Astra,"
August 29, 2019 (2019-08-29) (Venice)
September 20, 2019 (2019-09-20) (United States)
",$80–100 million,2019.0,100000000.0,2019-09-20
Midway,"
November 8, 2019 (2019-11-08) (United States)
",$100 million,2019.0,100000000.0,2019-11-08
The Upside,"
September 8, 2017 (2017-09-08) (TIFF)
January 11, 2019 (2019-01-11) (United States)
",$37.5 million,2019.0,5000000.0,2019-01-11
The Curse of La Llorona,"
March 15, 2019 (2019-03-15) (SXSW)
April 19, 2019 (2019-04-19) (United States)
",$9 million,2019.0,9000000.0,2019-04-19
Zombieland: Double Tap,,,2019.0,,
Last Christmas,"
8 November 2019 (2019-11-08) (United States)
15 November 2019 (2019-11-15) (United Kingdom)
",$25–30 million,2019.0,30000000.0,2019-11-15
Dora and the Lost City of Gold,"
August 9, 2019 (2019-08-09) (United States)
",$49 million,2019.0,49000000.0,2019-08-09
Wonder Park,"
March 15, 2019 (2019-03-15) (United States)
April 12, 2019 (2019-04-12) (Spain)
",$80–100 million,2019.0,100000000.0,2019-04-12
P Storm,4 April 2019 (2019-04-04),US$10-25 million,2019.0,25000000.0,2019-04-04
Detective Conan: The Fist of Blue Sapphire,"
April 12, 2019 (2019-04-12)
",,2019.0,,2019-04-12
The Gentlemen,,,2019.0,,
Pet Sematary,"
March 16, 2019 (2019-03-16) (SXSW)
April 5, 2019 (2019-04-05) (United States)
",$21 million,2019.0,21000000.0,2019-04-05
Boonie Bears: Blast Into the Past,,,2019.0,,
Good Boys,"
March 11, 2019 (2019-03-11) (SXSW)
August 14, 2019 (2019-08-14) (United States)
",$20 million,2019.0,20000000.0,2019-08-14
Scary Stories to Tell in the Dark,"
August 9, 2019 (2019-08-09) (United States)
",$25–28 million,2019.0,28000000.0,2019-08-09
Line Walker 2: Invisible Spy,"
7 August 2019 (2019-08-07)
",,2019.0,,2019-08-07
The New King of Comedy,"
5 February 2019 (2019-02-05) (China)
",$8 million (50 million RMB),2019.0,50000000.0,2019-02-05
The Hustle,"
May 10, 2019 (2019-05-10) (United States)
",$21 million,2019.0,21000000.0,2019-05-10
Crawl,"
July 12, 2019 (2019-07-12)
",$13–15 million,2019.0,15000000.0,2019-07-12
Five Feet Apart,"
March 15, 2019 (2019-03-15)
",$7 million,2019.0,7000000.0,2019-03-15
Rambo: Last Blood,"
September 20, 2019 (2019-09-20) (United States)
",$50 million,2019.0,50000000.0,2019-09-20
Jojo Rabbit,"
September 8, 2019 (2019-09-08) (TIFF)
October 18, 2019 (2019-10-18) (United States)
October 24, 2019 (2019-10-24) (New Zealand)
",$14 million,2019.0,14000000.0,2019-10-24
Serial (Bad) Weddings 2,,,0.0,,
One Piece: Stampede,"
August 1, 2019 (2019-08-01) (premiere)

August 9, 2019 (2019-08-09) (Japan)
",,2019.0,,2019-08-09
A Dog's Way Home,"
January 11, 2019 (2019-01-11) (United States)
",$18 million,2019.0,18000000.0,2019-01-11
Cold Pursuit,"
February 8, 2019 (2019-02-08) (United States)
",$60 million,2019.0,60000000.0,2019-02-08
A Dog's Journey,"
May 17, 2019 (2019-05-17) (United States)
",$16 million,2019.0,16000000.0,2019-05-17
Charlie's Angels,"
November 14, 2019 (2019-11-14) (Australia)
November 15, 2019 (2019-11-15) (United States)
",$48–55 million,2019.0,55000000.0,2019-11-15
Doctor Sleep,"
October 21, 2019 (2019-10-21) (Regency Village Theater)
November 8, 2019 (2019-11-08) (United States)
",$45–55 million,2019.0,55000000.0,2019-11-08
What Men Want,"
February 8, 2019 (2019-02-08) (United States)
",$20 million,2019.0,20000000.0,2019-02-08
After,,,2021.0,,
Playing with Fire,"
November 8, 2019 (2019-11-08)
",$29.9 million,2019.0,9000000.0,2019-11-08
A Beautiful Day in the Neighborhood,"
September 7, 2019 (2019-09-07) (TIFF)
November 22, 2019 (2019-11-22) (United States)
",$25 million,2019.0,25000000.0,2019-11-22
Eiga Doraemon: Nobita no getsumen tansaki,,,2019.0,,
Happy Death Day 2U,"
February 13, 2019 (2019-02-13) (United States)
",$9 million,2019.0,9000000.0,2019-02-13
White Snake,"
23 July 2021 (2021-07-23)
",,2021.0,,2021-07-23
Bombshell,"
December 13, 2019 (2019-12-13) (United States)
January 17, 2020 (2020-01-17) (United Kingdom)
",$32 million,2019.0,32000000.0,2020-01-17
Ashfall,"
19 December 2019 (2019-12-19) (South Korea)
",US$17.7 million,2019.0,7000000.0,2019-12-19
Ma,,,2022.0,,
My Best Summer,"
June 20, 1997 (1997-06-20)
",$38 million,2019.0,38000000.0,1997-06-20
Ready or Not,"
July 27, 2019 (2019-07-27) (Fantasia)
August 21, 2019 (2019-08-21) (United States)
",$6 million,2019.0,6000000.0,2019-08-21
Jade Dynasty,"
13 September 2019 (2019-09-13)
",,2019.0,,2019-09-13
Das perfekte Geheimnis,,,2019.0,,
The Big Shot,,,2019.0,,
Hellboy,"
April 9, 2019 (2019-04-09) (New York City)
April 12, 2019 (2019-04-12) (United States)
",$50 million,2019.0,50000000.0,2019-04-12
Long Shot,"
March 9, 2019 (2019-03-09) (SXSW)
May 3, 2019 (2019-05-03) (United States)
",$40 million,2019.0,40000000.0,2019-05-03
Breakthrough,"
March 20, 2019 (2019-03-20) (St. Louis)
April 17, 2019 (2019-04-17) (United States)
",$14 million,2019.0,14000000.0,2019-04-17
Just Mercy,"
September 6, 2019 (2019-09-06) (TIFF)
December 25, 2019 (2019-12-25) (United States)
",$25 million,2019.0,25000000.0,2019-12-25
Uncut Gems,"
August 30, 2019 (2019-08-30) (Telluride)
December 13, 2019 (2019-12-13) (United States)
",$19 million,2019.0,19000000.0,2019-12-13
21 Bridges,"
November 22, 2019 (2019-11-22) (United States)
",$33 million,2019.0,33000000.0,2019-11-22
Song of Youth,,,2019.0,,
The Grudge,"
January 3, 2020 (2020-01-03)
",$10–14 million,2019.0,14000000.0,2020-01-03
Isn't It Romantic,"
February 13, 2019 (2019-02-13) (United States)
",$31 million,2019.0,31000000.0,2019-02-13
The Legend of Hei,,,2019.0,,
Countdown,"
October 25, 2019 (2019-10-25) (United States)
",$6.5 million,2019.0,5000000.0,2019-10-25
Midsommar,,,2019.0,,
Queen & Slim,,,2019.0,,
47 Meters Down: Uncaged,"
August 16, 2019 (2019-08-16)
",$12 million,2019.0,12000000.0,2019-08-16
Chasing the Dragon II: Wild Wild Bunch,"
6 June 2019 (2019-06-06)
",,2019.0,,2019-06-06
Judy,"
30 August 2019 (2019-08-30) (Telluride)
27 September 2019 (2019-09-27) (United States)
2 October 2019 (2019-10-02) (United Kingdom)
",$10 million,2019.0,10000000.0,2019-10-02
Child's Play,"
June 21, 2019 (2019-06-21) (United States)
",$10 million,2019.0,10000000.0,2019-06-21
Richard Jewell,"
November 20, 2019 (2019-11-20) (AFI Fest)
December 13, 2019 (2019-12-13) (United States)
",$45 million,2019.0,45000000.0,2019-12-13
Harriet,"
September 10, 2019 (2019-09-10) (TIFF)
November 1, 2019 (2019-11-01) (United States)
",$17 million,2019.0,17000000.0,2019-11-01
A Shaun the Sheep Movie: Farmageddon,,,2019.0,,
Fighting with My Family,"
28 January 2019 (2019-01-28) (Sundance)
14 February 2019 (2019-02-14) (United States)
27 February 2019 (2019-02-27) (United Kingdom)
",$11 million,2019.0,11000000.0,2019-02-27
Masquerade Hotel,"
18 January 2019 (2019-01-18)
",,2019.0,,2019-01-18
Uri: The Surgical Strike,"
11 January 2019 (2019-01-11)[1]
",₹25 crore,2019.0,25.0,2019-01-11
Overcomer,"
August 23, 2019 (2019-08-23) (United States)
",$5 million,2019.0,5000000.0,2019-08-23
A Witness Out of the Blue,"
18 October 2019 (2019-10-18) (HKAFF)
24 October 2019 (2019-10-24) (Hong Kong)
",,2019.0,,2019-10-24
The Intruder,"
May 3, 2019 (2019-05-03) (United States)
",$8 million,2019.0,8000000.0,2019-05-03
The Queen's Corgi,"
16 January 2019 (2019-01-16) (L'Alpe d'Huez)
3 April 2019 (2019-04-03) (Belgium)
",$20 million,2019.0,20000000.0,2019-04-03
The Battle: Roar to Victory,"
August 7, 2019 (2019-08-07)
",,2019.0,,2019-08-07
The Good Liar,"
October 28, 2019 (2019-10-28) (BFI Southbank)
November 8, 2019 (2019-11-08) (United Kingdom)
November 15, 2019 (2019-11-15) (United States)
",$10 million,2019.0,10000000.0,2019-11-15
The Art of Racing in the Rain,"
August 9, 2019 (2019-08-09) (United States)
",$18 million,2019.0,18000000.0,2019-08-09
Brightburn,"
May 24, 2019 (2019-05-24) (United States)
",$6–12 million,2019.0,12000000.0,2019-05-24
Fly Me to the Saitama,"
February 22, 2019 (2019-02-22)
",,2019.0,,2019-02-22
UglyDolls,"
May 3, 2019 (2019-05-03) (United States)
",$45–53 million,2019.0,53000000.0,2019-05-03
Stuber,"
March 13, 2019 (2019-03-13) (SXSW)
July 12, 2019 (2019-07-12) (United States)
",$16 million,2019.0,16000000.0,2019-07-12
Hit Me Anyone One More Time!,"
September 13, 2019 (2019-09-13)
",,2019.0,,2019-09-13
Somewhere Winter,"
15 November 2019 (2019-11-15) (China)
",,2019.0,,2019-11-15
The Kid Who Would Be King,"
25 January 2019 (2019-01-25) (United States)
15 February 2019 (2019-02-15) (United Kingdom)
",$59 million,2019.0,59000000.0,2019-02-15
Two Tigers,,,2019.0,,
Anna,"
21 June 2019 (2019-06-21) (US)
10 July 2019 (2019-07-10) (France)
",$30 million,2019.0,30000000.0,2019-07-10
My Dear Liar,,,2019.0,,
The Wild Goose Lake,"
18 May 2019 (2019-05-18) (Cannes Film Festival)[2]
6 December 2019 (2019-12-06) (China)[2][3]
25 December 2019 (2019-12-25) (France)[1]
",,2019.0,,2019-12-25
My Hero Academia: Heroes Rising,"
December 20, 2019 (2019-12-20)
",,2019.0,,2019-12-20
Fall In Love At First Kiss,"
February 14, 2019 (2019-02-14)
",,2019.0,,2019-02-14
Kim Ji-young: Born 1982,,,2019.0,,
Almost a Comedy,"
20 May 2022 (2022-05-20)[1]
",,2019.0,,2022-05-20
Total Dhamaal,,,2019.0,,
Missing Link,"
April 5, 2019 (2019-04-05) (United Kingdom)
April 7, 2019 (2019-04-07) (New York City)
April 12, 2019 (2019-04-12) (United States)
",$102.3 million,2019.0,3000000.0,2019-04-12
No Manches Frida 2,"
15 March 2019 (2019-03-15)
",,2019.0,,2019-03-15
The Confidence Man JP: The Movie,,,2019.0,,
Bodies at Rest,"
March 18, 2019 (2019-03-18) (HKIFF)
August 16, 2019 (2019-08-16) (China)
",,2019.0,,2019-08-16
Booksmart,"
March 10, 2019 (2019-03-10) (SXSW)
May 24, 2019 (2019-05-24) (United States)
",$6 million,2019.0,6000000.0,2019-05-24
Super 30,"
12 July 2019 (2019-07-12)
",₹60 crore,2019.0,60.0,2019-07-12
Son of a Rich,,,2019.0,,
Skyfire,"
December 12, 2019 (2019-12-12)
",,2019.0,,2019-12-12
Start-Up,"
December 18, 2019 (2019-12-18)
",₩9 billion(~US$7.3 million),2019.0,3000000.0,2019-12-18
Pinocchio,"
19 December 2019 (2019-12-19) (Italy)
",€11 million($13.2 million),2019.0,2000000.0,2019-12-19
A Rainy Day in New York,"
July 26, 2019 (2019-07-26) (Poland)
October 9, 2020 (2020-10-09) (United States)
",$25 million,2019.0,25000000.0,2020-10-09
The Peanut Butter Falcon,"
March 9, 2019 (2019-03-09) (SXSW)
August 9, 2019 (2019-08-09) (United States)
",$6.2 million,2019.0,2000000.0,2019-08-09
Little White Lies 2,"
11 September 2010 (2010-09-11) (TIFF)
20 October 2010 (2010-10-20) (France)
",$17.6 million,2019.0,6000000.0,2010-10-20
Ossan's Love: Love or Dead,,,2019.0,,
Only Cloud Knows,,,2019.0,,
Dark Waters,"
November 12, 2019 (2019-11-12) (Walter Reade Theater)
November 22, 2019 (2019-11-22) (United States)
",,2019.0,,2019-11-22
The Farewell,"
January 25, 2019 (2019-01-25) (Sundance)
July 12, 2019 (2019-07-12) (United States)
",$3 million,2019.0,3000000.0,2019-07-12
The Knight of Shadows: Between Yin and Yang,"
5 February 2019 (2019-02-05) (China)
",,2019.0,,2019-02-05
Black and Blue,"
September 21, 2019 (2019-09-21) (Urbanworld)
October 25, 2019 (2019-10-25) (United States)
",$12 million,2019.0,12000000.0,2019-10-25
Late Night,,,2019.0,,
Crazy Romance,,,2019.0,,
Shaft,"
June 14, 2019 (2019-06-14) (United States)[2]
",$30–35 million,2019.0,35000000.0,2019-06-14
Unplanned,"
March 29, 2019 (2019-03-29) (United States)
",$6 million,2019.0,6000000.0,2019-03-29
Hotel Mumbai,"
7 September 2018 (2018-09-07) (TIFF)
14 March 2019 (2019-03-14) (Australia)
22 March 2019 (2019-03-22) (United States)
29 November 2019 (2019-11-29) (India)
",$17.3 million (A$25 million),2019.0,25000000.0,2019-11-29
The Specials,"
25 May 2019 (2019-05-25) (Cannes)
",,2019.0,,2019-05-25
Always Miss You,,,2019.0,,
An Officer and a Spy,"
30 August 2019 (2019-08-30) (Venice)
13 November 2019 (2019-11-13) (France)
21 November 2019 (2019-11-21) (Italy)
",$24 million,2019.0,24000000.0,2019-11-21
Crayon Shin-chan: Honeymoon Hurricane - The Lost Hiroshi,,,2019.0,,
Greta,,,2019.0,,
Peppa Celebrates Chinese New Year,,,2019.0,,
The Eight Hundred,"
August 21, 2020 (2020-08-21)
",$80 million,2020.0,80000000.0,2020-08-21
Demon Slayer the Movie: Mugen Train,"
October 16, 2020 (2020-10-16) (Japan)
",$15.75 million,2020.0,75000000.0,2020-10-16
Bad Boys for Life,"
January 17, 2020 (2020-01-17)
",$90 million,2020.0,90000000.0,2020-01-17
"My People, My Homeland","
9 October 2020 (2020-10-09)
",,2020.0,,2020-10-09
Tenet,"
August 26, 2020 (2020-08-26) (United Kingdom)
September 3, 2020 (2020-09-03) (United States)
",$200 million,2020.0,200000000.0,2020-09-03
Dolittle,"
January 17, 2020 (2020-01-17) (United States)
",$175 million,2020.0,175000000.0,2020-01-17
Legend of Deification,"
October 1, 2020 (2020-10-01)
",,2020.0,,2020-10-01
A Little Red Flower,"
December 31, 2020 (2020-12-31)
",,2020.0,,2020-12-31
Birds of Prey,"
January 25, 2020 (2020-01-25) (Mexico City)
February 7, 2020 (2020-02-07) (United States)
",$82–100 million,2020.0,100000000.0,2020-02-07
Shock Wave 2,"
24 December 2020 (2020-12-24) (China)
18 February 2021 (2021-02-18) (Hong Kong)
",US$40 million,2020.0,40000000.0,2021-02-18
Wonder Woman 1984,"
December 15, 2020 (2020-12-15) (DC FanDome)
December 25, 2020 (2020-12-25) (United States)
",$200 million,2020.0,200000000.0,2020-12-25
The Sacrifice,"
23 October 2020 (2020-10-23) (Mainland China)
19 November 2020 (2020-11-19) (Hong Kong)
",,2020.0,,2020-11-19
The Invisible Man,"
February 27, 2020 (2020-02-27) (Australia)
February 28, 2020 (2020-02-28) (United States)
",$7 million,2020.0,7000000.0,2020-02-28
Onward,"
February 21, 2020 (2020-02-21) (Berlinale)
March 6, 2020 (2020-03-06) (United States)
",$175–200 million,2020.0,200000000.0,2020-03-06
Warm Hug,,,2020.0,,
Soul,,,2021.0,,
The Call of the Wild,"
February 21, 2020 (2020-02-21) (United States)
",$125–150 million,2020.0,150000000.0,2020-02-21
Caught in Time,"
20 November 2020 (2020-11-20)
",,2020.0,,2020-11-20
The Yin-Yang Master: Dream of Eternity,,,2020.0,,
Mulan,,,2020.0,,
Greenland,,,2020.0,,
Tolo Tolo,"
January 1, 2020 (2020-01-01)
",€20 million,2020.0,20000000.0,2020-01-01
The New Mutants,,,2020.0,,
Fantasy Island,"
February 14, 2020 (2020-02-14)
",$7 million,2020.0,7000000.0,2020-02-14
After We Collided,"
September 2, 2020 (2020-09-02) (Europe)
October 23, 2020 (2020-10-23) (United States)
",,2020.0,,2020-10-23
"From Today, It's My Turn: The Movie",,,2020.0,,
Trolls 2: World Tour,"
April 10, 2020 (2020-04-10)
",$90–110 million,2020.0,110000000.0,2020-04-10
Tanhaji: The Unsung Warrior,"
10 January 2020 (2020-01-10) (India)
",₹172 crore,2020.0,172.0,2020-01-10
Unhinged,"
July 16, 2020 (2020-07-16) (Germany)
August 21, 2020 (2020-08-21) (United States)
",$33 million,2020.0,33000000.0,2020-08-21
The End of Endless Love,"
February 14, 2014 (2014-02-14)
",$20 million,2020.0,20000000.0,2014-02-14
Peninsula,"
July 15, 2020 (2020-07-15)
",$16 million,2020.0,16000000.0,2020-07-15
Monster Hunter,"
December 3, 2020 (2020-12-03) (Netherlands)[3]
December 4, 2020 (2020-12-04) (China)
December 18, 2020 (2020-12-18) (United States)
March 26, 2021 (2021-03-26) (Japan)
",$60 million,2020.0,60000000.0,2021-03-26
Underwater,,,2020.0,,
The War with Grandpa,"
August 28, 2020 (2020-08-28) (Lithuania)
October 9, 2020 (2020-10-09) (United States)
",$38 million,2020.0,38000000.0,2020-10-09
Sarileru Neekevvaru,"
11 January 2020 (2020-01-11)
",₹75 crore,2020.0,75.0,2020-01-11
New Interpretation Records of the Three Kingdoms,"
December 11, 2020 (2020-12-11)
",,2020.0,,2020-12-11
The Confidence Man JP: Princess,,,2020.0,,
My Mom is a Character 3,"
December 26, 2019 (2019-12-26) (Brazil)
",R$ 8 million(US$2.1 million),2020.0,1000000.0,2019-12-26
Doraemon the Movie: Nobita's New Dinosaur,,,2020.0,,
Bloodshot,,,2020.0,,
Honest Thief,"
October 16, 2020 (2020-10-16)
",$30 million,2020.0,30000000.0,2020-10-16
Like a Boss,"
January 7, 2020 (2020-01-07) (New York City)
January 10, 2020 (2020-01-10) (United States)
",$29 million,2020.0,29000000.0,2020-01-10
Bath Buddy,,,2020.0,,
Ala Vaikunthapurramuloo,,,2020.0,,
The Witches,"
October 22, 2020 (2020-10-22) (United States)
October 29, 2020 (2020-10-29) (Mexico)
",,2020.0,,2020-10-29
Emma.,"
14 February 2020 (2020-02-14) (United Kingdom)
21 February 2020 (2020-02-21) (United States)
",$10 million,2020.0,10000000.0,2020-02-21
The Father,"
27 January 2020 (2020-01-27) (Sundance)
26 May 2021 (2021-05-26) (France)
11 June 2021 (2021-06-11) (United Kingdom)
",$6 million,2020.0,6000000.0,2021-06-11
Gretel & Hansel,,,2020.0,,
Poupelle of Chimney Town,"
December 25, 2020 (2020-12-25) (Japan)
",,2020.0,,2020-12-25
Stigmatized Properties,,,2020.0,,
The Photograph,"
February 14, 2020 (2020-02-14)
",$16–27.7 million,2020.0,7000000.0,2020-02-14
Violet Evergarden: The Movie,"
September 18, 2020 (2020-09-18)
",,2020.0,,2020-09-18
Brahms: The Boy II,"
February 21, 2020 (2020-02-21)
",$10 million,2020.0,10000000.0,2020-02-21
The Turning,"
January 23, 2020 (2020-01-23) (LAFF)
January 24, 2020 (2020-01-24) (United States)
",$14 million,2020.0,14000000.0,2020-01-24
Fate/Stay Night: Heaven's Feel - III. Spring Song,"
August 15, 2020 (2020-08-15)
",,2020.0,,2020-08-15
Takizawa Enbujo Zero,,,2020.0,,
The Promised Neverland,,,2020.0,,
Kaiji: Final Game,,,2020.0,,
Hitman: Agent Jun,"
January 22, 2020 (2020-01-22)
",₩9 billion(~US$7.3 million),2020.0,3000000.0,2020-01-22
Digimon Adventure: Last Evolution Kizuna,"
February 21, 2020 (2020-02-21)
",,2020.0,,2020-02-21
Promising Young Woman,"
January 25, 2020 (2020-01-25) (Sundance)
December 25, 2020 (2020-12-25) (United States)
",$5–10 million,2020.0,10000000.0,2020-12-25
Bye Bye Morons,"
October 21, 2020 (2020-10-21) (France[1])
",,2020.0,,2020-10-21
Baaghi 3,"
March 6, 2020 (2020-03-06) (India)
",₹85 crore,2020.0,85.0,2020-03-06
I Still Believe,"
March 7, 2020 (2020-03-07) (ArcLight Hollywood)
March 13, 2020 (2020-03-13) (United States)
",$12 million,2020.0,12000000.0,2020-03-13
Freaky,,,2020.0,,
The Personal History of David Copperfield,"
September 5, 2019 (2019-09-05) (TIFF)
January 24, 2020 (2020-01-24) (United Kingdom)
August 28, 2020 (2020-08-28) (United States)
",$15.6 million ,2020.0,6000000.0,2020-08-28
Nightlife,,,2020.0,,
Howling Village,,,2020.0,,
Come Play,"
October 30, 2020 (2020-10-30) (United States)
",$9 million,2020.0,9000000.0,2020-10-30
Samjin Company English Class,"
October 21, 2020 (2020-10-21)
",,2020.0,,2020-10-21
News of the World,"
December 25, 2020 (2020-12-25)
",$38 million,2020.0,38000000.0,2020-12-25
Shinchan: Crash! Scribble Kingdom and Almost Four Heroes,"
September 11, 2020 (2020-09-11)
",,2020.0,,2020-09-11
Ducobu 3,,,2020.0,,
Wotakoi: Love Is Hard for Otaku,"
February 7, 2020 (2020-02-07)
",,2020.0,,2020-02-07
Let Him Go,"
November 6, 2020 (2020-11-06)
",,2020.0,,2020-11-06
The Hunt,"
March 11, 2020 (2020-03-11) (United Kingdom)
March 13, 2020 (2020-03-13) (United States)
",$14 million,2020.0,14000000.0,2020-03-13
30 jours max,,,2020.0,,
The Voice of Sin,"
October 16, 1976 (1976-10-16)
",,2020.0,,1976-10-16
Bigfoot Family,"
August 5, 2020 (2020-08-05) (Belgium, France)
",,2020.0,,2020-08-05
Me contro Te - Il film: La vendetta del Signor S,,,2020.0,,
Impractical Jokers: The Movie,"
February 21, 2020 (2020-02-21)
",$3 million,2020.0,3000000.0,2020-02-21
Street Dancer 3D,"
24 January 2020 (2020-01-24)
",₹97 crore,2020.0,97.0,2020-01-24
My Spy,"
January 9, 2020 (2020-01-09) (Australia)
June 26, 2020 (2020-06-26) (United States)
",$18 million,2020.0,18000000.0,2020-06-26
The Asadas,"
October 2, 2020 (2020-10-02) (Japan)
",,2020.0,,2020-10-02
Stolen Identity 2,,,2020.0,,
10 Days with Dad,,,2020.0,,
Secret Zoo,"
January 15, 2020 (2020-01-15)
",₩10 billion(~US$8.1 million),2020.0,1000000.0,2020-01-15
365 Days,"
7 February 2020 (2020-02-07) (Poland)
",,2020.0,,2020-02-07
Okay Madam,,,2020.0,,
Break the Silence: The Movie,"
September 10, 2020 (2020-09-10)
",,2020.0,,2020-09-10
I Hate Summer,,,2020.0,,
Downhill,"
January 26, 2020 (2020-01-26) (Sundance)
February 14, 2020 (2020-02-14) (United States)
",,2020.0,,2020-02-14
Les blagues de Toto,,,2020.0,,
The Secret Garden,"
7 August 2020 (2020-08-07) (United States)
23 October 2020 (2020-10-23) (United Kingdom)
",$20 million,2020.0,20000000.0,2020-10-23
Eltilerin Savasi,,,2020.0,,
Two by Two: Overboard!,,,2020.0,,
100% Wolf,"
29 May 2020 (2020-05-29)[4]
",,2020.0,,2020-05-29
Your Eyes Tell,"
October 23, 2020 (2020-10-23) (Japan)
",,2020.0,,2020-10-23
AI Amok,,,2020.0,,
The Lost Prince,,,2020.0,,
Antebellum,"
September 18, 2020 (2020-09-18)
",$10 million,2020.0,10000000.0,2020-09-18
The Marriage Escape,"
13 February 2020 (2020-02-13)
",,2020.0,,2020-02-13
The Heist of the Century,"
16 January 2020 (2020-01-16)
",,2020.0,,2020-01-16
Fukushima 50,"
March 6, 2020 (2020-03-06)
[3][4]",,2020.0,,2020-03-06
"Turu, the Wacky Hen","
21 September 2019 (2019-09-21) (SSIFF)
1 January 2020 (2020-01-01) (Spain)
",,2020.0,,2020-01-01
Back to the Wharf,,,2020.0,,
Adu,"
31 January 2020 (2020-01-31)
",,2020.0,,2020-01-31
Fatale,,,2020.0,,
Spycies,"
14 June 2019 (2019-06-14) (Annecy)
11 January 2020 (2020-01-11) (China)
",$20 million,2020.0,20000000.0,2020-01-11
Jim Button and the Wild 13,,,2020.0,,
Dragon Rider,"
1 October 2020 (2020-10-01) (Germany)
",,2020.0,,2020-10-01
Psy 3: W imie zasad,,,2020.0,,
Blood Moon Party,,,2020.0,,
Shubh Mangal Zyada Saavdhan,"
21 February 2020 (2020-02-21)
",₹20 crore,2020.0,20.0,2020-02-21
Chhapaak,"
10 January 2020 (2020-01-10)
",₹36 crore,2020.0,36.0,2020-01-10
Hammamet,,,2020.0,,
Lindenberg! Mach dein Ding,,,2020.0,,
Midnight Swan,"
September 25, 2020 (2020-09-25)
",,2020.0,,2020-09-25
Simply Black,,,2020.0,,
My Boyfriend's Meds,,,2020.0,,
Bill & Ted Face the Music,,,2020.0,,
Hotel Belgrade,"
March 5, 2020 (2020-03-05)
",₽150 million,2020.0,150000000.0,2020-03-05
How to Be a Good Wife,"
11 March 2020 (2020-03-11)
",,2020.0,,2020-03-11
The Legacy Of Dr. Death: Black File,,,2020.0,,
The Rhythm Section,"
January 31, 2020 (2020-01-31) (United States)
",$50 million,2020.0,50000000.0,2020-01-31
Jak zostalem gangsterem. Historia prawdziwa,,,2020.0,,
Twiceborn,,,2020.0,,
Beasts Clawing at Straws,"
January 25, 2020 (2020-01-25) (IFFR)
February 19, 2020 (2020-02-19) (South Korea)
",,2020.0,,2020-02-19
Klassikokkutulek 2: Pulmad ja matused,,,2020.0,,
Mama Weed,,,2020.0,,
Divorce Club,,,2020.0,,
Cindy La Regia,"
25 January 2020 (2020-01-25) (Mexico)
",,2020.0,,2020-01-25
Love Aaj Kal,"
14 February 2020 (2020-02-14) (India)
",₹580 million,2020.0,580000000.0,2020-02-14
Masked Ward,,,2020.0,,
Ayyappanum Koshiyum,"
7 February 2020 (2020-02-07)
",,2020.0,,2020-02-07
Baba Parasi,,,2020.0,,
The Real Exorcist,,,2020.0,,
,,,,,
Made in Abyss: Dawn of the Deep Soul,,,2020.0,,
Godai - The Wunderkind,,,2020.0,,
Military Wives,"
6 September 2019 (2019-09-06) (TIFF)
6 March 2020 (2020-03-06) (United Kingdom)
",,2020.0,,2020-03-06
The Empty Man,"
October 23, 2020 (2020-10-23)
",$16 million,2020.0,16000000.0,2020-10-23
The Vets,,,2020.0,,
The Broken Hearts Gallery,"
September 3, 2020 (2020-09-03) (Sony Pictures Studios)
September 11, 2020 (2020-09-11) (United States)
",$8 million,2020.0,8000000.0,2020-09-11
Spider-Man: No Way Home,,,2021.0,,
The Battle at Lake Changjin,"
1 February 2022 (2022-02-01)
",,2021.0,,2022-02-01
No Time to Die,"
28 September 2021 (2021-09-28) (Royal Albert Hall)
30 September 2021 (2021-09-30) (United Kingdom)
8 October 2021 (2021-10-08) (United States)
",$250–301 million,2021.0,301000000.0,2021-10-08
F9: The Fast Saga,,,2021.0,,
Detective Chinatown 3,"
12 February 2021 (2021-02-12) (China)
",$117 million,2021.0,117000000.0,2021-02-12
Venom: Let There Be Carnage,"
September 14, 2021 (2021-09-14) (London)
October 1, 2021 (2021-10-01) (United States)
",$110 million,2021.0,110000000.0,2021-10-01
Godzilla vs. Kong,"
March 24, 2021 (2021-03-24) (International)
March 31, 2021 (2021-03-31) (United States)
",$155–200 million[a],2021.0,200000000.0,2021-03-31
Shang-Chi and the Legend of the Ten Rings,"
August 16, 2021 (2021-08-16) (Los Angeles)
September 3, 2021 (2021-09-03) (United States)
",$150–200 million,2021.0,200000000.0,2021-09-03
Eternals,,,2021.0,,
Dune,,,2021.0,,
